pack_item_id,item_title,item_type,source_path,sha256,registered,register_status,claims_served,ship_flag,hold_reason,render_currency,caption_exists,notes
(unlisted) AUD1-0258,,figure,Output/figures/plots/MER/mer_vs_annual_occurrence_plot_agreement.png,1127d5f5524eb676277b5fbf41eb0d137e27ef19eaff5253628bf6bfbf39f262,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0259,,figure,Output/figures/plots/MODIS_ground_cover/modis_farm_minus_buffer_bare_anomaly.png,8e98882b7d22fd655fad62ca415a577169275fdc703f46f12a24fd6efff81851,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0260,,figure,Output/figures/plots/MODIS_ground_cover/modis_farm_minus_buffer_total_veg_anomaly.png,a28347cf4545569e0d587d335c33b35aaff56176a53dd0d28ab9bcfaefcbe252,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0261,,figure,Output/figures/plots/MODIS_ground_cover/modis_farm_vs_buffer_bare_ground_timeseries.png,2b22d41677e78a6a55ec6895ea3382cccb3d4b513b1c2a62429cc49267dfb0b9,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0262,,figure,Output/figures/plots/MODIS_ground_cover/modis_farm_vs_buffer_total_veg_timeseries.png,c4226da58216fde4fc0602245fc1d745b48634758169ae839519dad2c88f01bd,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0263,,figure,Output/figures/plots/MODIS_ground_cover/modis_management_zone_support.png,d821820ca88373ffa6283ec02f82f30f5c9329ef82052a9541aa024082286a17,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0264,,figure,Output/figures/plots/MODIS_ground_cover/modis_management_zone_support_simplified.png,0d108dbe7b8b2c0bc79dee6474b707afd88504e71d686d6d078e96502c098619,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0265,,figure,Output/figures/plots/MODIS_ground_cover/modis_period_summary_prepost.png,fa5e6a10e84f7fe693e28184654cb872b3c430ec8d3107ccaa346f4ae251c89f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0266,,figure,Output/figures/plots/MODIS_ground_cover/modis_selected_management_zone_timeseries.png,d8685471f0376b9844704bd5c43b70e94c88b03074832f731b69b84d3932732f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0267,,figure,Output/figures/plots/MODIS_ground_cover/modis_selected_management_zone_timeseries_refined.png,b16cd95c766eacb4baf53d4235da05b9ad5a3ad35d5071662c5e290e2b2403e0,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0268,,figure,Output/figures/plots/MODIS_ground_cover/modis_water_year_bare_ground_summary.png,366b5add0cff52ecc0271df0221d883eb5946174320449ac5ead798b2e5e8a2d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0269,,figure,Output/figures/plots/MODIS_ground_cover/modis_water_year_total_veg_summary.png,16229816ad86bbc59517673f4657c068a0ebb2386da3c458b739e36dd0c93dbe,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0270,,figure,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_monthly_anomaly_refined.png,02a05db15361854d5d605abdc01b6671899c576df4ebe9dbfa173927f3f8a8f1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0271,,figure,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_monthly_timeseries.png,40d8147c6862a706e1afed9dd9a700d622b800dda616f48c016dfecc9103ddec,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0272,,figure,Output/figures/plots/MODIS_ground_cover/modis_whole_farm_total_veg_bare_water_year_refined.png,5075804096e4c4b0c18c9c7c53dcd03c6d45ab971aadd6f9aa82597b7bf5d379,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0273,,figure,Output/figures/plots/RS_coverage/04c_fractional_cover_full_missingness_by_raster.png,d8d03441d367125490156f92151f59a8996001f12901463c079bd3dbbf62d7a3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0274,,figure,Output/figures/plots/RS_coverage/04c_fractional_cover_full_missingness_heatmap.png,fd0f4d43a0660dfc354da25fcea70949d5bcb37115a8061db8bb941d52c411bd,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0275,,figure,Output/figures/plots/RS_coverage/04c_fractional_cover_full_valid_coverage_by_plot.png,609a9ca1247c4c1d2865526a13a31668a79256b843212b89bdcf86084cada712,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0276,,figure,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_count_area_by_treatment.png,e2ea88d4abc893e21e5d20c361d207646483524309316c36c87f2ed71e6d916e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0277,,figure,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_inundated_any_heatmap.png,d6c60403042934115b2568f3107c3ac614bb22c4d3c18735414766732c838745,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0278,,figure,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_majority_count_heatmap.png,78d0e321fa6c0561f7c4987dab8ac7f22d1a0f542102b81591abe7878a197ed2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0279,,figure,Output/figures/plots/RS_coverage/05c_landsat_inundation_full_mean_inundated_any_by_treatment.png,b33a91f75cc647a42666692012c625e10d8c7e9b728e37c1b1855e6092adcfcc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0280,,figure,Output/figures/plots/RS_coverage/06c_daily_inundation_full_cloud_shadow_heatmap.png,5817c008016bb7114020e10c86ea4deba72692eb4283fa711c3354939dd342d5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0281,,figure,Output/figures/plots/RS_coverage/06c_daily_inundation_full_daily_inundated_heatmap.png,6b37d032040952d1b411255180813194e8c06292cd976c6cc369a80fc25d49ca,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0282,,figure,Output/figures/plots/RS_coverage/06c_daily_inundation_full_mean_inundated_by_sensor.png,ea98a339c0e97fcaf3b03048d86d38ef63b446a04c73ea23971f2528d54f9ce1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0283,,figure,Output/figures/plots/RS_coverage/06c_daily_inundation_full_valid_interpretation_heatmap.png,e8bf296744ce1e55b7d2e9014ab0a5a989dea2c7cb86e3d357585ef2c4ff32b3,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0284,,figure,Output/figures/plots/RS_coverage/06c_daily_inundation_full_value_area_by_sensor.png,19f42550b1c266ebf221b4d0ff4d2ac6b357a6654225f7d1acae918ce230ad18,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0285,,figure,Output/figures/plots/RS_coverage/07e_pre_post_inundation_frequency_maps.png,64dff0455d45da7a7215933e23cec6daf6907f1ea41d1863523388ffb36cc13c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0286,,figure,Output/figures/plots/ground_cover/gc_total_veg_with_gauge_context_main_deck.png,7091419bd65ce58f2321faf5718751fd5553e507f04ad9614a1b184a56bf68e1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0287,,figure,Output/figures/plots/ground_cover/inundation_change_vs_total_veg_by_vegetation_group.png,68029ba3d9a544c4456a0c2ca4f59e2e78d04487f55d597d7c81c075de8531fb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0288,,figure,Output/figures/plots/ground_cover/inundation_change_vs_total_veg_by_wetness_group.png,55b9ae28f37c5553eae2ff40bf321455fe5998d3d15de16c1c697b1a88aa7d5e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0289,,figure,Output/figures/plots/ground_cover/lag_timing_zoom_2013_current_main_deck.png,cde00531864fff0220633c519f3bb0bfbde90d113ace834ffec9ccaa2f924127,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0290,,figure,Output/figures/plots/ground_cover/selected_plot_total_veg_inundation_gauge_examples.png,e2454eff6313fe4c0b9950a01cc3f146c23246886ae8a4661411622959e53c3b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0291,,figure,Output/figures/plots/hydrology/gauge_context_monthly_flow_primary_gauges.png,89083dbf4567b60c193f08d6ff4365299cb3b3be6f1f89c5e63a63403130ea04,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0292,,figure,Output/figures/plots/hydrology/gauge_context_water_year_flow_primary_gauges.png,7287238ae00343a2c876e495f232db829e9e42c2cf000a37763922fe98c05b02,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0293,,figure,Output/figures/plots/hydrology/gauge_flow_vs_annual_inundation_frequency.png,0227e25447e13ad642b30db32e94e2c400ead98eda93d1cb542dd5fe6c88d418,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0294,,figure,Output/figures/plots/hydrology/gauge_flow_vs_total_vegetation_examples.png,46ed9440fe7f63793f980e387575e3e0f811d4a0f28c86075e581e501e36d32c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0295,,figure,Output/figures/plots/hydrology/gauge_missingness_context.png,764527e766a03899b4bead38fadfeabb90d9fd2183efd38b9ad06e5d80fb6e65,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0296,,figure,Output/figures/plots/hydrology/kingsford_style_flow_ratios_for_review.png,52a95657b5ca9a158b2ec2142a5489ca1fa64e35b39d18764d148b52d1ac4b18,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0297,,figure,Output/figures/plots/task_J/J-F3_the_law.png,ca7d284c0b4862584a3c58d37d8bb229395df8e3bf736877a3a95aa8188c06ce,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0298,,figure,Output/figures/plots/task_J/J-F4_annual_series.png,49f3f03eb5ce43326a0af9a51aebe702c587b6c805fc04e9141b08abcdfaf035,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,Y,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0299,,figure,Output/figures/review/MER/mer_metric_keep_defer_summary_review.png,c56057d6871bd4758eef48cbf43dbbfc71f5ef2fffe1567e808fee3123e2ee5c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0300,,figure,Output/figures/review/MER/mer_metric_summary_main_deck.png,ab0a7f79d82ea2435c8bfc57b354938e9cb9d3b2cbf6ef03c7332f3d56595faf,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0301,,figure,Output/figures/review/MER/mer_vs_annual_occurrence_main_deck_comparison.png,4d74409aa38ee1b6d9e2754d62bee8060a644596bff46bd0dd02f0fc16c894c4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0302,,figure,Output/figures/review/MER/raster_build/mer_raster_build_readiness_summary.png,9aa0d1ff97e451d917778a6e0336eb5574b03e840988f2dd31136ec063ab3a61,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0303,,figure,Output/figures/review/MER/raster_build/mer_raster_grid_compatibility_summary.png,2f0b8b906f65857e89acfc21f743d3960adf009ce015d2bdd4bdfed71b63b736,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0304,,figure,Output/figures/review/MER/raster_build/mer_raster_observation_cadence_by_water_year.png,b54b12d41b905d8b2c3cfd45730a457a44661c1399bd419739e6722e6fccd3bd,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0305,,figure,Output/figures/review/MER/raster_build/mer_raster_smoke_test_qa.png,2535e062af522161dbea933b00ea81d8d6eff4334919d3055514884360e7707b,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0306,,figure,Output/figures/review/candidate_dashboard_set_for_review_updated.png,6dc8b9663279291122d3bcc35a6f2ae768b03a0d641c7e7ddd96fbda6e308e45,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0307,,figure,Output/figures/review/dashboard_gauge_integration_prototype.png,7fe34fa63ee1d88990c1c752e459adc0a1b476695df838e5cbbc7293cbe00caf,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0308,,figure,Output/figures/review/gauge_completeness_by_gauge_main_deck.png,a9c5f64e232bfe3d24f1f8ab911749063773a1abdea00ad82a0371e41b2bb538,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0309,,figure,Output/figures/review/gauge_data_completeness_overview.png,73d75859cba6d13596e67e417569daf810622b08802e0363fdd620358bf1cbb2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0310,,figure,Output/figures/review/gauge_flow_by_station_overview.png,f9868de9d55131f022f289880ee94c27e5d83734d07c47d8c8d1ce9c7b9ea84c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0311,,figure,Output/figures/review/gc_total_veg_with_gauge_context.png,fe16c6085d11ad9502abeb66104691dea7faab5b0fe4dec2376c756bf931bd04,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0312,,figure,Output/figures/review/inundation_with_gauge_context.png,372b86e49e9f4413e35fef6a632e78546217eb3e9c1a58d0aa80f4e68819ae9a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0313,,figure,Output/figures/review/inundation_with_gauge_context_main_deck.png,e4ef49fd4c86c0e198c309ef9d8bac8f17d3cb565c6aff398d5ffb11b4625777,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0314,,figure,Output/figures/review/kingsford_ratio_context_main_deck.png,059887a7d4caaa1ac69d7102d02bfb62794ae3aab186bfe8bdaf815c9c5c4222,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0315,,figure,Output/figures/review/matched_year_inundation_comparison.png,4e651964cb2d542248bf360f1393da7034ebbfd51cfa1524e496fcb230b5e6ba,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0316,,figure,Output/figures/review/mer_change_result_main_deck.png,ab0a7f79d82ea2435c8bfc57b354938e9cb9d3b2cbf6ef03c7332f3d56595faf,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0317,,figure,Output/figures/review/mer_metric_summary_review.png,c56057d6871bd4758eef48cbf43dbbfc71f5ef2fffe1567e808fee3123e2ee5c,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0318,,figure,Output/figures/review/mer_vs_annual_inundation_change_comparison.png,4d74409aa38ee1b6d9e2754d62bee8060a644596bff46bd0dd02f0fc16c894c4,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0319,,figure,Output/figures/review/plot_treed_exclusion_map.png,488a134ce2711f41ffe5209d6b755449e1e65d73b4bbe2b178706e90cffd36cc,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0320,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_001.png,963079dd8fad81fc4be82e3d96ab5bc43e42406f6042e0dcc22e1610f1d23b90,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0321,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_003.png,79d06f29b8c8c51150e2095c10884308b3ec3e2c72f8909f252251d4b9c8bc31,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0322,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_012.png,0bed3bdeef670eefb23ae626def368a621756952fd86392dfd1ece0fa384423a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0323,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_019.png,ee3d1e51e10bca0fd944d33a6a1068ac3964263d4588a69016a8218ece83d0a6,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0324,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_026.png,22e461ccc0cb2f6c7874b76013e16974d11081c4c496fd4ff6aad1d98ee15fbb,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0325,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_032.png,e08f9179e9a14f1640a10bbfdc8e29e4fcf5bd2d93e49b77c60a19e416c53950,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0326,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_035.png,39ba33717e9f70ae0f934932796eccd8a4fb7e74e696f8b3b4c7f880bcf12266,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0327,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_043.png,0be715c60641bf4b7a8da6f33ab89f9e715a3ca749af63a08e5cd54dc60ccb7f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0328,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_052.png,aca600439823258cb1d24a26079f7b0e1034f8bb8d74f626123290f3b98215e5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0329,,figure,Output/figures/review/redesigned_dashboards/dashboard_redesigned_GA_065.png,88023ee5237e5124108dc0bb46aa156b028cc6a7a278c6a93fa138da527b9c89,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0330,,figure,Output/figures/review_deck/appendix/inundation_change_vs_bare_ground_appendix_only.png,231266b6c9f698d340018a813a1d7d0176eea975488adae1d5dab357c75edc4a,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0331,,figure,Output/figures/review_deck/main_deck/gayini_analysis_workflow_summary.png,09d1d6bdbaae3b7923186d4fa472217736ede162ce3d4020554a08fb6c890441,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0332,,figure,Output/figures/review_deck/main_deck/gayini_hydrology_inundation_vegetation_synthesis.png,d12a818387e9a67fd98bfd42b79a211e294bff955b4642589d473f065bd278e0,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0334,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_inundation_WY2024_strict_value_1_SMOKE_TEST.tif,5a1003e9b42476467813b81e47144c4ff9d582a1b881b6578c401b5e084faac1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0335,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_inundation_WY2025_strict_value_1_SMOKE_TEST.tif,4393aaa4467da8be199536e63f91cee573b5902c1df01b12bf43c35406644b68,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0336,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2014_2015.tif,45f7858ff7daa10ac5f33b842709eff1d036dea0c20fe767849359e499dfbf43,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0337,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2015_2016.tif,de2b4fdbd8105936f529f02e1cc92eef19847cc7289b5c02632aca75d6740786,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0338,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2016_2017.tif,106fc913b7574642803dcee634952cab60d79edf2fdf1b75c9c18c75059336d1,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0339,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2017_2018.tif,22f7588676f0803f58cd6d0d019aa61d88610190957df88ec105953f578f795d,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0340,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2018_2019.tif,4231d21e30410baa91cf8c04a5cd3009bedf21cffbba209ca54e1df81f950248,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0341,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2019_2020.tif,4fc5be948ce859d621acee76907bcb8f163d8a33a08fee6c3cac3fcaad052de2,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0342,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2020_2021.tif,d56417a6287d80a81eeb32121cacb230ef505fef38b0438d165103832e0a082f,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0343,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2021_2022.tif,e16d1bd8759af5fc562f023d4c3027ded65dc14d31d7a289f9f7ec95b875f0b5,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0344,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2022_2023.tif,18339a6224fea31bd0e682386e82cc967094291b0d6ed77da96e2c61fbd98a35,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0345,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2023_2024.tif,fa7f00624f6a60d97d7f820326dd7f580598328d2d14c6476770bae4653e4871,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0346,,raster,Output/rasters/MER/annual_max/mer_annual_max_observed_wet_WY2024_2025.tif,007c6e4bff875d83c3e974afcff9e848795094413739a7a1eb39b590402da79e,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0347,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2014_2015.tif,34f6789ca645a3105663afed75853ee5245ead9da522355ac6f63a0f0fa53393,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0348,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2015_2016.tif,527605be3cd2442c3055a54bf3e42114f7072ec10491ccd997f09bff42571b57,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0349,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2016_2017.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
(unlisted) AUD1-0350,,raster,Output/rasters/MER/annual_max/mer_observation_support_class_WY2017_2018.tif,7c16628e67802bace9226ca48cec267d8b1b8582fd4588727d4dcfdf3152fe73,1,,,HOLD,"not named by register v3; candidate addition, not selected",CURRENT,N,registered artefact not named by register v2 - candidate addition
