"set","row_type","scope","form","n","value","reference","delta","detail","cluster_note","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status"
"patch-year (93 unzoned patches)","drop_one_cluster","U0528","linear",35,0.210607469649686,0.21057259836261,3.4871287075966e-05,"slope with patch_id U0528 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0533","linear",35,0.210579781147855,0.21057259836261,7.18278524539095e-06,"slope with patch_id U0533 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0534","linear",35,0.210620115933893,0.21057259836261,4.7517571283906e-05,"slope with patch_id U0534 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0535","linear",35,0.210477547202267,0.21057259836261,-9.50511603426962e-05,"slope with patch_id U0535 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0538","linear",35,0.204340383627482,0.21057259836261,-0.00623221473512767,"slope with patch_id U0538 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0544","linear",35,0.197917766151216,0.21057259836261,-0.0126548322113936,"slope with patch_id U0544 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0547","linear",35,0.210882254523276,0.21057259836261,0.000309656160665944,"slope with patch_id U0547 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0554","linear",35,0.210697100311264,0.21057259836261,0.000124501948654543,"slope with patch_id U0554 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0562","linear",34,0.210726139790795,0.21057259836261,0.00015354142818591,"slope with patch_id U0562 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0563","linear",35,0.211121947338746,0.21057259836261,0.000549348976136399,"slope with patch_id U0563 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0571","linear",35,0.212189210598325,0.21057259836261,0.00161661223571494,"slope with patch_id U0571 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0573","linear",34,0.210737626920228,0.21057259836261,0.000165028557617936,"slope with patch_id U0573 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0574","linear",35,0.21057718274397,0.21057259836261,4.5843813602231e-06,"slope with patch_id U0574 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0593","linear",35,0.210797563626983,0.21057259836261,0.0002249652643731,"slope with patch_id U0593 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0608","linear",35,0.210618095605057,0.21057259836261,4.54972424474009e-05,"slope with patch_id U0608 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","drop_one_cluster","U0610","linear",35,0.210582534203617,0.21057259836261,9.93584100716927e-06,"slope with patch_id U0610 removed","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","form_summary","pooled","linear",3253,13.8466580987463,0.115925599132622,0,"leave-one-patch_id-out CV weighted RMSE 13.8467; in-sample R2 0.1159; terms +0.21057","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","form_summary","pooled","quadratic",3253,13.4173203194701,0.115925599132622,0.055136445495609,"leave-one-patch_id-out CV weighted RMSE 13.4173; in-sample R2 0.1711; terms +0.63423 -0.00540","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","form_summary","pooled","sqrt_x",3253,13.4452806771768,0.115925599132622,0.0510007084320254,"leave-one-patch_id-out CV weighted RMSE 13.4453; in-sample R2 0.1669; terms +2.19436","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","form_summary","pooled","log_x1",3253,13.2687944686215,0.115925599132622,0.0717451225233632,"leave-one-patch_id-out CV weighted RMSE 13.2688; in-sample R2 0.1877; terms +4.29890","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","form_summary","pooled","cubic",3253,13.2605760318133,0.115925599132622,0.0744652113923414,"leave-one-patch_id-out CV weighted RMSE 13.2606; in-sample R2 0.1904; terms +1.12479 -0.02212 +0.00013","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","heteroscedasticity_by_demeaned_water","quartile 1","linear",816,10.3673965024355,13.8157656459868,-3.44836914355133,"demeaned water -51.20 to -20.44 pp","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","heteroscedasticity_by_demeaned_water","quartile 2","linear",811,11.8672159526141,13.8157656459868,-1.94854969337276,"demeaned water -20.44 to -7.80 pp","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","heteroscedasticity_by_demeaned_water","quartile 3","linear",813,12.3769399794605,13.8157656459868,-1.43882566652638,"demeaned water -7.80 to 6.20 pp","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","heteroscedasticity_by_demeaned_water","quartile 4","linear",813,8.99568887300306,13.8157656459868,-4.82007677298376,"demeaned water 6.20 to 94.80 pp","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","within_by_community","aeolian","linear",525,0.1483436439874,0.21057259836261,-0.0622289543752092,"residual SD 14.468; R2 0.0582","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","within_by_community","inland","linear",1890,0.20047216862775,0.21057259836261,-0.0101004297348591,"residual SD 12.580; R2 0.1428","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","within_by_community","riverine","linear",838,0.290869244216457,0.21057259836261,0.080296645853847,"residual SD 16.322; R2 0.0938","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","bootstrap_scheme","iid_part_years","linear",2000,0.0723693270706974,0.21057259836261,0.000825923983836546,"2.5th 0.1735, 50th 0.2114, 97.5th 0.2458; width 0.0724","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
"patch-year (93 unzoned patches)","bootstrap_scheme","patch_id","linear",2000,0.101200058121202,0.21057259836261,-0.00106520518270428,"2.5th 0.1617, 50th 0.2095, 97.5th 0.2629; width 0.1012","NO PADDOCK EXISTS. Unzoned patches are not nested in management zones; the cluster is the patch itself and no paddock cluster is substituted (spec section 6).","pixel","patch-year (93 unzoned patches)","1988-2022","pixel-weighted by the unit's cell count","WITHIN-UNIT (unit fixed effects) - never a version of the between-unit slope","patch_id","f9d526890ca5bf781287dbc901b8366c3ec7308c388ac152abd37c1de3329a39","diagnostic - NOT registered, and nothing here is proposed for registration"
